timestamp,device_id,temperature,vibration,current,predicted_abnormal,abnormal_probability,report_summary,root_cause,recommendation
2025-10-20T10:00:00Z,M1,64.96714153011233,4.72347139765763,10.647688538100692,0,0.07499550918780183,Normal operation,-,-
2025-10-20T10:05:00Z,M2,75.23029856408026,4.531693250553328,9.76586304305082,1,0.8748415361291612,Anomaly detected with 0.87 probability,Possible bearing wear due to excessive vibration or high temperature,Inspect bearing assembly and lubricate moving parts
2025-10-20T10:10:00Z,M3,75.79212815507391,6.534869458305818,9.530525614065049,1,0.9550860652297202,Anomaly detected with 0.96 probability,Possible bearing wear due to excessive vibration or high temperature,Inspect bearing assembly and lubricate moving parts
2025-10-20T10:15:00Z,M4,65.42560043585965,4.0731646143750755,9.534270246429744,0,0.539645081140004,Normal operation,-,-
2025-10-20T10:20:00Z,M5,62.41962271566034,1.1734395106844042,8.275082167486968,0,0.3006112140321421,Normal operation,-,-
2025-10-20T10:25:00Z,M1,54.37712470759027,2.9743377593311524,10.314247332595274,0,0.39107292879084515,Normal operation,-,-
2025-10-20T10:30:00Z,M2,50.91975924478789,2.175392597329417,11.465648768921554,0,0.20255965063962295,Normal operation,-,-
2025-10-20T10:35:00Z,M3,57.74223699513465,5.1350564093758475,8.575251813786544,0,0.15346663784806872,Normal operation,-,-
2025-10-20T10:40:00Z,M4,54.556172754748175,5.2218451794197325,8.849006422577697,0,0.30503412271699015,Normal operation,-,-
2025-10-20T10:45:00Z,M5,63.75698018345672,3.79872262016239,9.708306250206723,0,0.24434372541432903,Normal operation,-,-
2025-10-20T10:50:00Z,M1,53.98293387770603,8.704556369017876,9.986502775262066,1,0.9701777852580217,Anomaly detected with 0.97 probability,Possible bearing wear due to excessive vibration or high temperature,Inspect bearing assembly and lubricate moving parts
2025-10-20T10:55:00Z,M2,49.422890710440996,6.645089824206378,8.779156350028977,0,0.09275405033074166,Normal operation,-,-
2025-10-20T11:00:00Z,M3,62.08863595004755,1.0806597522404489,8.67181395110157,0,0.5859171442163915,Normal operation,-,-
2025-10-20T11:05:00Z,M4,61.96861235869123,6.476933159990821,10.17136828118997,0,0.5924159094637815,Normal operation,-,-
2025-10-20T11:10:00Z,M5,58.843517176117594,4.3977926088214225,8.521478009632572,0,0.43398894271085975,Normal operation,-,-
2025-10-20T11:15:00Z,M1,52.801557916052914,4.078722458080425,11.057122226218915,0,0.3448530014892662,Normal operation,-,-
2025-10-20T11:20:00Z,M2,63.43618289568462,1.473919689274532,10.324083969394795,0,0.22024018895748027,Normal operation,-,-
2025-10-20T11:25:00Z,M3,56.149177195836835,3.6461559993880828,10.611676288840869,0,0.4975872608388217,Normal operation,-,-
2025-10-20T11:30:00Z,M4,70.30999522495951,6.862560238232398,9.160782476777362,0,0.42660214490463355,Normal operation,-,-
2025-10-20T11:35:00Z,M5,56.907876241487855,5.662526862807128,10.97554512712236,0,0.13943931663969023,Normal operation,-,-
2025-10-20T11:40:00Z,M1,55.2082576215471,4.628682046672366,8.893665025993972,0,0.5510099514716134,Normal operation,-,-
2025-10-20T11:45:00Z,M2,48.037933759193294,6.625051644788396,11.356240028570824,0,0.5023954836077429,Normal operation,-,-
2025-10-20T11:50:00Z,M3,59.27989878419666,7.007065795784048,10.361636025047634,0,0.5723899523105582,Normal operation,-,-
2025-10-20T11:55:00Z,M4,53.54880245394876,5.722791211016828,11.53803656646597,0,0.44914572961359794,Normal operation,-,-
2025-10-20T12:00:00Z,M5,59.64173960890049,8.129287311628012,7.380254895910255,1,0.8947039092626581,Anomaly detected with 0.89 probability,Possible bearing wear due to excessive vibration or high temperature,Inspect bearing assembly and lubricate moving parts
2025-10-20T12:05:00Z,M1,68.21902504375224,5.174094136476342,9.700992649534133,0,0.28003366995984036,Normal operation,-,-
2025-10-20T12:10:00Z,M2,60.91760776535502,1.0248621707982144,9.780328112162488,0,0.5630006658447073,Normal operation,-,-
2025-10-20T12:15:00Z,M3,63.57112571511746,7.955788089483033,9.481729781726353,0,0.5263351392252246,Normal operation,-,-
2025-10-20T12:20:00Z,M4,51.91506397106812,3.996485912830927,10.915402117702074,0,0.07487026855840417,Normal operation,-,-
2025-10-20T12:25:00Z,M5,63.287511096596845,3.9404795924659224,10.513267433113356,0,0.0645018359734886,Normal operation,-,-
2025-10-20T12:30:00Z,M1,60.9707754934804,6.937289981065779,9.297946906122647,0,0.25705485178292725,Normal operation,-,-
2025-10-20T12:35:00Z,M2,56.723378534022316,4.215783693735685,8.536485051867881,0,0.495804331930008,Normal operation,-,-
2025-10-20T12:40:00Z,M3,62.96120277064576,5.522110544359778,10.00511345664246,0,0.5930018711232194,Normal operation,-,-
2025-10-20T12:45:00Z,M4,57.65412866624853,2.1692585158991715,9.57935467723464,0,0.1327292901069405,Normal operation,-,-
